code,name,size_category,sector_33,ticker,wave_types,range_high,range_low,range_pct,slope,touch_high,touch_low,touch_total,atr,bandwidth,breakout_days,per,pbr,market_cap
5301,東海カーボン,TOPIX Mid400,ガラス・土石製品,5301.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,1095.1,964.55,12.68,0.000195,10.0,17.0,27.0,35.39,0.1256,5.0,10.94,0.69,219698626560.0
5332,ＴＯＴＯ,TOPIX Mid400,ガラス・土石製品,5332.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5582.45,3810.3,37.73,0.002945,7.0,17.0,24.0,216.14,0.2825,6.0,243.93,1.97,990592237568.0
5333,日本碍子,TOPIX Mid400,ガラス・土石製品,5333.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3992.95,2284.08,54.45,0.005368,7.0,11.0,18.0,121.14,0.2043,6.0,23.31,1.54,1207069704192.0
5334,日本特殊陶業,TOPIX Mid400,ガラス・土石製品,5334.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7061.9,5248.0,29.47,0.002456,10.0,9.0,19.0,212.21,0.146,3.0,15.34,1.98,1456747184128.0
5344,ＭＡＲＵＷＡ,TOPIX Mid400,ガラス・土石製品,5344.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,50781.5,38632.52,27.17,0.002015,9.0,12.0,21.0,2855.71,0.1933,5.0,38.46,4.81,677890162688.0
5393,ニチアス,TOPIX Mid400,ガラス・土石製品,5393.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,8131.45,5450.95,39.47,0.003682,8.0,13.0,21.0,253.64,0.1096,6.0,17.24,2.28,513188626432.0
5401,日本製鉄,TOPIX Large70,鉄鋼,5401.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,674.81,564.64,17.78,0.001255,13.0,9.0,22.0,26.54,0.0943,5.0,1.21,0.66,3527785840640.0
5406,神戸製鋼所,TOPIX Mid400,鉄鋼,5406.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2294.45,1744.8,27.22,0.002622,13.0,14.0,27.0,68.46,0.0742,4.0,6.99,0.73,882772475904.0
5411,ＪＦＥホールディングス,TOPIX Mid400,鉄鋼,5411.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2226.7,1755.0,23.69,0.001838,7.0,17.0,24.0,64.75,0.1616,6.0,19.45,0.55,1416057847808.0
5444,大和工業,TOPIX Mid400,鉄鋼,5444.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,12127.25,9260.23,26.81,0.002454,8.0,18.0,26.0,513.93,0.1892,6.0,32.79,1.37,728821334016.0
5463,丸一鋼管,TOPIX Mid400,鉄鋼,5463.T,上昇トレンド|ブレイク気味,1579.1,1249.96,23.27,0.002352,12.0,16.0,28.0,38.11,0.0892,6.0,12.29,1.04,350762696704.0
5471,大同特殊鋼,TOPIX Mid400,鉄鋼,5471.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2062.55,1248.4,49.18,0.00489,9.0,10.0,19.0,82.46,0.1301,4.0,15.27,0.96,443355168768.0
5631,日本製鋼所,TOPIX Mid400,機械,5631.T,下降トレンド|高ボラ（荒い）,10185.75,7863.6,25.73,-0.000331,10.0,9.0,19.0,424.57,0.1815,0.0,29.59,3.2,651603673088.0
5706,三井金属,TOPIX Mid400,非鉄金属,5706.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,22611.25,10024.27,77.14,0.007509,7.0,9.0,16.0,1697.14,0.4279,5.0,33.67,4.33,1571068051456.0
5711,三菱マテリアル,TOPIX Mid400,非鉄金属,5711.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4681.0,2505.87,60.53,0.006047,7.0,14.0,21.0,257.14,0.2998,6.0,44.25,0.92,658363383808.0
5713,住友金属鉱山,TOPIX Mid400,非鉄金属,5713.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,9364.9,3962.7,81.07,0.007722,9.0,9.0,18.0,801.93,0.3214,5.0,105.26,1.33,2521548455936.0
5714,ＤＯＷＡホールディングス,TOPIX Mid400,非鉄金属,5714.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,9430.6,5218.95,57.5,0.005912,8.0,12.0,20.0,527.79,0.1472,5.0,27.62,1.38,558522826752.0
5801,古河電気工業,TOPIX Mid400,非鉄金属,5801.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,15400.5,8688.2,55.73,0.005027,7.0,10.0,17.0,1517.5,0.9723,6.0,42.37,3.93,1486105608192.0
5802,住友電気工業,TOPIX Large70,非鉄金属,5802.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7859.7,4025.42,64.52,0.006264,7.0,12.0,19.0,500.0,0.4571,6.0,31.25,2.71,6747074330624.0
5803,フジクラ,TOPIX Large70,非鉄金属,5803.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,21780.75,12204.96,56.35,0.003837,8.0,9.0,17.0,1566.79,0.3915,6.0,45.66,11.66,5910424453120.0
5830,いよぎんホールディングス,TOPIX Mid400,銀行業,5830.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3163.25,1994.68,45.31,0.004112,8.0,10.0,18.0,121.93,0.383,6.0,14.9,1.12,976477028352.0
5831,しずおかフィナンシャルグループ,TOPIX Mid400,銀行業,5831.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2780.25,1911.7,37.02,0.003613,7.0,18.0,25.0,87.86,0.324,6.0,18.8,1.28,1592190042112.0
5832,ちゅうぎんフィナンシャルグループ,TOPIX Mid400,銀行業,5832.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3215.2,2063.4,43.64,0.003619,7.0,17.0,24.0,111.39,0.3844,6.0,19.31,0.95,578995683328.0
5838,楽天銀行,TOPIX Mid400,銀行業,5838.T,下降トレンド|ブレイク気味|高ボラ（荒い）,8442.25,6778.9,21.86,-0.001138,13.0,10.0,23.0,405.43,0.3479,3.0,23.53,4.16,1472767590400.0
5844,京都フィナンシャルグループ,TOPIX Mid400,銀行業,5844.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3822.2,2874.76,28.29,0.002507,8.0,14.0,22.0,106.93,0.1173,6.0,24.81,0.87,1029716312064.0
5901,東洋製罐グループホールディングス,TOPIX Mid400,金属製品,5901.T,上昇トレンド|ブレイク気味,3992.45,3311.3,18.65,0.001537,13.0,9.0,22.0,93.36,0.0861,5.0,13.68,0.88,584494612480.0
5929,三和ホールディングス,TOPIX Mid400,金属製品,5929.T,下降トレンド|ブレイク気味|高ボラ（荒い）,4737.11,3784.95,22.35,-0.001557,11.0,7.0,18.0,133.14,0.2118,4.0,14.22,2.67,838076792832.0
5938,ＬＩＸＩＬ,TOPIX Mid400,金属製品,5938.T,レンジ（波型）,1930.6,1738.8,10.45,7.1e-05,17.0,14.0,31.0,39.46,0.1036,0.0,56.81,0.79,530915393536.0
5947,リンナイ,TOPIX Mid400,金属製品,5947.T,上昇トレンド|ブレイク気味,4152.8,3417.7,19.42,0.001523,9.0,14.0,23.0,106.71,0.0972,6.0,16.89,1.35,554101702656.0
5991,日本発條,TOPIX Mid400,金属製品,5991.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2949.0,1833.8,46.63,0.003162,9.0,9.0,18.0,103.46,0.2433,6.0,15.53,1.43,608997474304.0
6005,三浦工業,TOPIX Mid400,機械,6005.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3283.15,2802.37,15.8,0.001179,9.0,15.0,24.0,119.64,0.1781,6.0,12.06,1.49,342161555456.0
6098,リクルートホールディングス,TOPIX Core30,サービス業,6098.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,9174.85,7152.85,24.77,-0.00018,13.0,8.0,21.0,360.43,0.4543,6.0,20.58,5.51,8545884962816.0
6113,アマダ,TOPIX Mid400,機械,6113.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2238.35,1787.47,22.4,0.001401,8.0,14.0,22.0,74.43,0.3498,6.0,28.65,1.46,766244749312.0
6134,ＦＵＪＩ,TOPIX Mid400,機械,6134.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4029.35,2681.99,40.15,0.004685,11.0,15.0,26.0,237.43,0.563,5.0,32.15,2.03,467435683840.0
6136,オーエスジー,TOPIX Mid400,機械,6136.T,上昇トレンド|ブレイク気味,2666.65,1972.5,29.93,0.002673,8.0,13.0,21.0,57.21,0.142,6.0,18.45,1.28,231186628608.0
6141,ＤＭＧ森精機,TOPIX Mid400,機械,6141.T,高ボラ（荒い）,3198.51,2549.96,22.56,-0.000956,9.0,13.0,22.0,102.32,0.2116,1.0,87.72,1.22,418713731072.0
6146,ディスコ,TOPIX Large70,機械,6146.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,70542.0,38139.85,59.63,0.004005,7.0,9.0,16.0,3571.43,0.2581,6.0,61.73,14.34,7776637550592.0
6178,日本郵政,TOPIX Large70,サービス業,6178.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1974.17,1420.92,32.59,0.002724,7.0,17.0,24.0,55.54,0.2181,6.0,16.0,0.58,5561690095616.0
6201,豊田自動織機,TOPIX Large70,輸送用機器,6201.T,上昇トレンド|ブレイク気味,19757.5,16364.75,18.78,0.001711,10.0,16.0,26.0,312.86,0.0669,4.0,29.59,1.0,6069572075520.0
6268,ナブテスコ,TOPIX Mid400,機械,6268.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4461.7,3095.88,36.14,0.002822,8.0,12.0,20.0,166.57,0.2219,6.0,9986.67,1.94,528689627136.0
6269,三井海洋開発,TOPIX Mid400,機械,6269.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,15361.29,7635.7,67.19,0.006798,10.0,15.0,25.0,957.5,0.1859,2.0,17.79,4.8,981713747968.0
6273,ＳＭＣ,TOPIX Large70,機械,6273.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,66391.5,43908.15,40.77,0.003648,7.0,15.0,22.0,2946.43,0.264,6.0,29.41,2.25,4590214840320.0
6301,小松製作所,TOPIX Large70,機械,6301.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7363.5,4913.48,39.91,0.002056,7.0,17.0,24.0,335.29,0.5519,6.0,16.92,2.05,6850118942720.0
6302,住友重機械工業,TOPIX Mid400,機械,6302.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5319.1,3283.2,47.33,0.004205,8.0,11.0,19.0,237.14,0.3531,6.0,1.06,0.99,677233557504.0
6305,日立建機,TOPIX Mid400,機械,6305.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,6156.1,4466.5,31.81,0.001728,8.0,14.0,22.0,218.5,0.4516,6.0,15.97,1.6,1391085748224.0
6323,ローツェ,TOPIX Mid400,機械,6323.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3514.45,1757.12,66.67,0.005329,9.0,7.0,16.0,186.93,0.1806,2.0,33.45,4.95,617066528768.0
6326,クボタ,TOPIX Large70,機械,6326.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2660.95,1745.54,41.55,0.003718,7.0,11.0,18.0,117.82,0.4627,6.0,18.38,1.3,3419153104896.0
6361,荏原製作所,TOPIX Mid400,機械,6361.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5078.2,3063.79,49.48,0.004211,9.0,17.0,26.0,244.93,0.2207,6.0,33.33,4.97,2530401583104.0
6367,ダイキン工業,TOPIX Core30,機械,6367.T,高ボラ（荒い）,20285.75,17210.76,16.4,0.000848,13.0,9.0,22.0,636.79,0.1291,0.0,21.28,1.85,5822901387264.0
6368,オルガノ,TOPIX Mid400,機械,6368.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,16285.75,11115.33,37.74,0.003038,9.0,13.0,22.0,756.07,0.1885,2.0,25.64,5.4,706521923584.0
6370,栗田工業,TOPIX Mid400,機械,6370.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7771.45,4969.11,43.99,0.004205,10.0,13.0,23.0,300.43,0.1761,6.0,39.68,2.53,883730546688.0
6383,ダイフク,TOPIX Mid400,機械,6383.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5817.6,4567.33,24.08,0.001973,7.0,16.0,23.0,183.21,0.2177,6.0,31.15,5.13,2316205031424.0
6406,フジテック,TOPIX Mid400,機械,6406.T,レンジ（波型）,5700.05,5631.9,1.2,4.1e-05,103.0,101.0,204.0,2.36,0.0005,0.0,28.57,2.76,442225623040.0
6417,ＳＡＮＫＹＯ,TOPIX Mid400,機械,6417.T,下降トレンド|ブレイク気味,2940.19,2342.07,22.65,-0.001719,16.0,8.0,24.0,61.86,0.148,6.0,8.45,1.74,431863758848.0
6436,アマノ,TOPIX Mid400,機械,6436.T,レンジ（波型）|ブレイク気味,4274.71,3988.55,6.93,-0.0002,28.0,20.0,48.0,83.0,0.0943,2.0,16.08,2.16,285351542784.0
6448,ブラザー工業,TOPIX Mid400,電気機器,6448.T,上昇トレンド|ブレイク気味,3257.35,2473.98,27.34,0.002759,9.0,15.0,24.0,73.71,0.0722,3.0,14.62,1.07,784681140224.0
6457,グローリー,TOPIX Mid400,機械,6457.T,上昇トレンド,4166.3,3608.85,14.34,0.001203,11.0,15.0,26.0,105.5,0.0593,0.0,19.46,0.98,214720741376.0
6460,セガサミーホールディングス,TOPIX Mid400,機械,6460.T,下降トレンド|ブレイク気味|高ボラ（荒い）,3171.35,2379.25,28.54,-0.002829,8.0,13.0,21.0,87.04,0.1145,5.0,31.35,1.5,540096757760.0
6465,ホシザキ,TOPIX Mid400,機械,6465.T,未分類,5732.9,5000.83,13.64,-0.000874,13.0,10.0,23.0,135.36,0.1403,0.0,20.08,1.95,767170576384.0
6471,日本精工,TOPIX Mid400,機械,6471.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1212.4,753.66,46.67,0.004508,8.0,19.0,27.0,38.96,0.3227,6.0,35.46,0.94,636119941120.0
6472,ＮＴＮ,TOPIX Mid400,機械,6472.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,405.18,321.14,23.14,0.001629,7.0,8.0,15.0,12.53,0.2107,6.0,17.58,0.9,248146984960.0
6473,ジェイテクト,TOPIX Mid400,機械,6473.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1953.85,1407.16,32.53,0.002982,7.0,10.0,17.0,56.5,0.19,6.0,33.67,0.83,646215368704.0
6479,ミネベアミツミ,TOPIX Mid400,電気機器,6479.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3395.65,2524.66,29.42,0.002286,8.0,10.0,18.0,122.71,0.1512,6.0,21.74,1.62,1368638095360.0
6481,ＴＨＫ,TOPIX Mid400,機械,6481.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4807.1,3772.43,24.12,0.001318,7.0,9.0,16.0,204.57,0.2699,6.0,52.91,2.04,533119172608.0
6501,日立製作所,TOPIX Core30,電気機器,6501.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5367.7,3898.75,31.7,0.002757,11.0,14.0,25.0,245.79,0.1663,4.0,29.33,3.48,22088278605824.0
6503,三菱電機,TOPIX Core30,電気機器,6503.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5467.6,3601.99,41.14,0.003646,7.0,10.0,17.0,196.86,0.284,6.0,28.65,2.69,11187386318848.0
6504,富士電機,TOPIX Mid400,電気機器,6504.T,上昇トレンド|高ボラ（荒い）,12130.0,9337.06,26.02,0.001965,8.0,8.0,16.0,491.43,0.1371,0.0,19.76,2.22,1672974696448.0
6506,安川電機,TOPIX Mid400,電気機器,6506.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5248.1,2958.23,55.81,0.005179,12.0,11.0,23.0,236.0,0.1327,4.0,24.1,2.97,1376610025472.0
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,TOPIX Mid400,電気機器,6525.T,上昇トレンド|高ボラ（荒い）,6496.25,2753.33,80.93,0.005912,7.0,7.0,14.0,423.14,0.1854,0.0,41.49,6.53,1389432406016.0
6526,ソシオネクスト,TOPIX Mid400,電気機器,6526.T,下降トレンド|ブレイク気味|高ボラ（荒い）,2925.79,2066.97,34.4,-0.002998,12.0,11.0,23.0,88.36,0.2085,3.0,37.17,2.84,366698659840.0
6532,ベイカレント,TOPIX Mid400,サービス業,6532.T,下降トレンド|ブレイク気味|高ボラ（荒い）,8702.25,5034.3,53.4,-0.004206,10.0,9.0,19.0,304.14,0.5516,6.0,19.08,6.28,659688914944.0
6544,ジャパンエレベーターサービスホールディングス,TOPIX Mid400,サービス業,6544.T,下降トレンド|ブレイク気味|高ボラ（荒い）,1955.38,1636.42,17.76,-0.001341,13.0,13.0,26.0,57.32,0.0813,5.0,46.08,13.02,288990494720.0
6586,マキタ,TOPIX Mid400,機械,6586.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5888.2,4418.65,28.52,0.000573,7.0,13.0,20.0,213.0,0.4109,6.0,20.12,1.58,1589984624640.0
6592,マブチモーター,TOPIX Mid400,電気機器,6592.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1525.25,1231.37,21.32,0.002154,7.0,17.0,24.0,42.54,0.2078,6.0,16.13,1.25,197941411840.0
6632,ＪＶＣケンウッド,TOPIX Mid400,電気機器,6632.T,高ボラ（荒い）,1342.8,1125.47,17.61,0.00045,8.0,11.0,19.0,44.25,0.0857,0.0,11.45,1.31,185264095232.0
6645,オムロン,TOPIX Mid400,電気機器,6645.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4540.65,3743.86,19.24,0.000566,7.0,11.0,18.0,179.07,0.3838,6.0,33.45,1.18,955426930688.0
6674,ジーエス・ユアサ　コーポレーション,TOPIX Mid400,電気機器,6674.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4313.25,3222.28,28.96,0.001512,8.0,11.0,19.0,143.21,0.3579,5.0,14.16,1.21,445925228544.0
6701,日本電気,TOPIX Large70,電気機器,6701.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5980.45,4391.66,30.64,0.001461,9.0,12.0,21.0,287.14,0.5219,4.0,22.73,2.58,5337915588608.0
6702,富士通,TOPIX Large70,電気機器,6702.T,上昇トレンド|高ボラ（荒い）,4389.1,3506.38,22.36,0.001734,12.0,12.0,24.0,164.36,0.2126,1.0,22.73,3.25,6464187400192.0
6707,サンケン電気,TOPIX Mid400,電気機器,6707.T,下降トレンド|高ボラ（荒い）,8362.35,5412.5,42.83,-0.00154,7.0,10.0,17.0,310.0,0.329,1.0,121.95,1.32,163284254720.0
6723,ルネサスエレクトロニクス,TOPIX Large70,電気機器,6723.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2913.4,1683.71,53.5,0.004423,7.0,13.0,20.0,148.89,0.3747,6.0,12.65,2.22,5399512088576.0
6724,セイコーエプソン,TOPIX Mid400,電気機器,6724.T,上昇トレンド|ブレイク気味,2080.38,1863.27,11.01,0.000704,9.0,15.0,24.0,58.71,0.1248,6.0,13.26,0.78,665208291328.0
6728,アルバック,TOPIX Mid400,電気機器,6728.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,8544.4,6030.6,34.49,0.003058,8.0,10.0,18.0,471.64,0.3729,6.0,29.76,2.19,495879913472.0
6752,パナソニック　ホールディングス,TOPIX Large70,電気機器,6752.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2378.78,1504.09,45.05,0.003954,7.0,14.0,21.0,97.86,0.2545,6.0,17.18,1.09,5489988993024.0
6753,シャープ,TOPIX Mid400,電気機器,6753.T,下降トレンド|ブレイク気味|高ボラ（荒い）,878.75,697.77,22.96,-0.001825,10.0,9.0,19.0,27.04,0.1774,4.0,7.36,1.67,431719088128.0
6754,アンリツ,TOPIX Mid400,電気機器,6754.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2410.18,1721.84,33.32,0.002967,9.0,10.0,19.0,116.82,0.1689,5.0,30.3,2.52,322541584384.0
6758,ソニーグループ,TOPIX Core30,電気機器,6758.T,下降トレンド|ブレイク気味|高ボラ（荒い）,4549.35,3454.95,27.35,-0.001428,10.0,9.0,19.0,140.71,0.1233,2.0,16.89,2.55,20794170146816.0
6762,ＴＤＫ,TOPIX Large70,電気機器,6762.T,高ボラ（荒い）,2569.12,1900.59,29.91,0.000403,11.0,12.0,23.0,92.75,0.2635,0.0,25.06,2.07,4327328710656.0
6770,アルプスアルパイン,TOPIX Mid400,電気機器,6770.T,ブレイク気味|高ボラ（荒い）,2126.35,1747.43,19.56,0.001442,10.0,9.0,19.0,60.75,0.191,6.0,8.96,0.98,427009245184.0
6806,ヒロセ電機,TOPIX Mid400,電気機器,6806.T,下降トレンド|ブレイク気味|高ボラ（荒い）,20666.75,17038.25,19.25,-0.000563,7.0,22.0,29.0,816.79,0.3965,4.0,23.09,1.85,694036463616.0
6841,横河電機,TOPIX Mid400,電気機器,6841.T,上昇トレンド|高ボラ（荒い）,5255.95,4237.45,21.46,0.002066,10.0,16.0,26.0,160.14,0.0953,1.0,23.26,2.59,1308029485056.0
6845,アズビル,TOPIX Mid400,電気機器,6845.T,下降トレンド|ブレイク気味,1491.58,1333.5,11.19,-0.000525,9.0,10.0,19.0,40.14,0.1414,6.0,15.67,2.81,664294326272.0
6849,日本光電工業,TOPIX Mid400,電気機器,6849.T,レンジ（波型）|高ボラ（荒い）,1816.67,1561.28,15.12,0.00015,14.0,9.0,23.0,59.75,0.1144,0.0,15.38,1.59,274358288384.0
6856,堀場製作所,TOPIX Mid400,電気機器,6856.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,19140.75,10931.1,54.6,0.005004,8.0,9.0,17.0,648.21,0.155,6.0,21.88,2.32,808424833024.0
6857,アドバンテスト,TOPIX Core30,電気機器,6857.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,26795.75,10881.9,84.47,0.006162,7.0,8.0,15.0,1625.71,0.2954,5.0,75.19,28.86,19463520911360.0
6861,キーエンス,TOPIX Core30,電気機器,6861.T,レンジ（波型）|高ボラ（荒い）,60990.5,53326.5,13.41,3.8e-05,13.0,11.0,24.0,1800.0,0.1467,1.0,34.48,4.23,14112541114368.0
6869,シスメックス,TOPIX Mid400,電気機器,6869.T,下降トレンド|ブレイク気味|高ボラ（荒い）,1905.32,1453.72,26.89,-0.002679,12.0,14.0,26.0,55.29,0.2337,3.0,17.09,1.59,797670440960.0
